Fecha,Area_Sanitaria,Personas_Infectadas 
2020-05-27,"GALICIA","2"
2020-05-28,"A.S. A CORUÑA E CEE","1"
2020-05-28,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-05-28,"A.S. OURENSE, VERÍN E O BARCO","2"
2020-05-28,"GALICIA","4"
2020-05-29,"A.S. A CORUÑA E CEE","1"
2020-05-29,"A.S. VIGO","3"
2020-05-29,"GALICIA","4"
2020-05-30,"A.S. A CORUÑA E CEE","3"
2020-05-30,"A.S. FERROL","1"
2020-05-30,"GALICIA","4"
2020-06-02,"A.S. SANTIAGO E BARBANZA","1"
2020-06-02,"A.S. VIGO","1"
2020-06-02,"GALICIA","2"
2020-06-03,"A.S. A CORUÑA E CEE","1"
2020-06-03,"GALICIA","1"
2020-06-04,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-06-04,"GALICIA","1"
2020-06-05,"A.S. A CORUÑA E CEE","1"
2020-06-05,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-06-05,"GALICIA","2"
2020-06-06,"A.S. SANTIAGO E BARBANZA","1"
2020-06-06,"A.S. VIGO","1"
2020-06-06,"GALICIA","2"
2020-06-07,"A.S. A CORUÑA E CEE","1"
2020-06-07,"GALICIA","1"
2020-06-08,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-06-08,"GALICIA","1"
2020-06-09,"A.S. A CORUÑA E CEE","1"
2020-06-09,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-06-09,"A.S. SANTIAGO E BARBANZA","1"
2020-06-09,"A.S. VIGO","1"
2020-06-09,"GALICIA","4"
2020-06-10,"A.S. SANTIAGO E BARBANZA","1"
2020-06-10,"GALICIA","1"
2020-06-11,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-06-11,"GALICIA","1"
2020-06-12,"A.S. FERROL","1"
2020-06-12,"A.S. SANTIAGO E BARBANZA","1"
2020-06-12,"GALICIA","2"
2020-06-13,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-06-13,"GALICIA","1"
2020-06-14,"A.S. VIGO","1"
2020-06-14,"GALICIA","1"
2020-06-15,"A.S. VIGO","1"
2020-06-15,"GALICIA","1"
2020-06-17,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-06-17,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-06-17,"A.S. SANTIAGO E BARBANZA","1"
2020-06-17,"GALICIA","3"
2020-06-18,"A.S. A CORUÑA E CEE","1"
2020-06-18,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-06-18,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-06-18,"GALICIA","3"
2020-06-19,"A.S. SANTIAGO E BARBANZA","1"
2020-06-19,"GALICIA","1"
2020-06-20,"A.S. A CORUÑA E CEE","1"
2020-06-20,"A.S. SANTIAGO E BARBANZA","2"
2020-06-20,"GALICIA","3"
2020-06-21,"A.S. SANTIAGO E BARBANZA","5"
2020-06-21,"GALICIA","5"
2020-06-23,"A.S. LUGO, A MARIÑA E MONFORTE","2"
2020-06-23,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-06-23,"GALICIA","3"
2020-06-24,"A.S. LUGO, A MARIÑA E MONFORTE","8"
2020-06-24,"GALICIA","8"
2020-06-25,"A.S. LUGO, A MARIÑA E MONFORTE","8"
2020-06-25,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-06-25,"GALICIA","9"
2020-06-26,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-06-26,"A.S. SANTIAGO E BARBANZA","1"
2020-06-26,"A.S. VIGO","1"
2020-06-26,"GALICIA","3"
2020-06-27,"A.S. LUGO, A MARIÑA E MONFORTE","7"
2020-06-27,"A.S. VIGO","1"
2020-06-27,"GALICIA","8"
2020-06-28,"A.S. LUGO, A MARIÑA E MONFORTE","4"
2020-06-28,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-06-28,"A.S. SANTIAGO E BARBANZA","1"
2020-06-28,"GALICIA","6"
2020-06-29,"A.S. LUGO, A MARIÑA E MONFORTE","7"
2020-06-29,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-06-29,"GALICIA","8"
2020-06-30,"A.S. LUGO, A MARIÑA E MONFORTE","6"
2020-06-30,"GALICIA","6"
2020-07-01,"A.S. FERROL","1"
2020-07-01,"A.S. LUGO, A MARIÑA E MONFORTE","14"
2020-07-01,"A.S. SANTIAGO E BARBANZA","3"
2020-07-01,"GALICIA","18"
2020-07-02,"A.S. A CORUÑA E CEE","1"
2020-07-02,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2020-07-02,"GALICIA","11"
2020-07-03,"A.S. A CORUÑA E CEE","2"
2020-07-03,"A.S. LUGO, A MARIÑA E MONFORTE","29"
2020-07-03,"GALICIA","31"
2020-07-04,"A.S. LUGO, A MARIÑA E MONFORTE","24"
2020-07-04,"A.S. SANTIAGO E BARBANZA","2"
2020-07-04,"GALICIA","26"
2020-07-05,"A.S. LUGO, A MARIÑA E MONFORTE","23"
2020-07-05,"A.S. VIGO","1"
2020-07-05,"GALICIA","24"
2020-07-06,"A.S. LUGO, A MARIÑA E MONFORTE","3"
2020-07-06,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-06,"A.S. VIGO","2"
2020-07-06,"GALICIA","6"
2020-07-07,"A.S. LUGO, A MARIÑA E MONFORTE","35"
2020-07-07,"GALICIA","35"
2020-07-08,"A.S. LUGO, A MARIÑA E MONFORTE","21"
2020-07-08,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-07-08,"A.S. PONTEVEDRA E O SALNÉS","2"
2020-07-08,"A.S. SANTIAGO E BARBANZA","1"
2020-07-08,"A.S. VIGO","1"
2020-07-08,"GALICIA","26"
2020-07-09,"A.S. LUGO, A MARIÑA E MONFORTE","30"
2020-07-09,"A.S. OURENSE, VERÍN E O BARCO","2"
2020-07-09,"A.S. VIGO","2"
2020-07-09,"GALICIA","34"
2020-07-10,"A.S. FERROL","1"
2020-07-10,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-07-10,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-07-10,"GALICIA","7"
2020-07-11,"A.S. A CORUÑA E CEE","3"
2020-07-11,"A.S. LUGO, A MARIÑA E MONFORTE","4"
2020-07-11,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-11,"A.S. SANTIAGO E BARBANZA","1"
2020-07-11,"A.S. VIGO","1"
2020-07-11,"GALICIA","10"
2020-07-12,"A.S. A CORUÑA E CEE","1"
2020-07-12,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-07-12,"A.S. PONTEVEDRA E O SALNÉS","2"
2020-07-12,"A.S. SANTIAGO E BARBANZA","2"
2020-07-12,"GALICIA","6"
2020-07-13,"A.S. A CORUÑA E CEE","2"
2020-07-13,"A.S. VIGO","1"
2020-07-13,"GALICIA","3"
2020-07-14,"A.S. A CORUÑA E CEE","2"
2020-07-14,"A.S. LUGO, A MARIÑA E MONFORTE","2"
2020-07-14,"A.S. VIGO","3"
2020-07-14,"GALICIA","7"
2020-07-15,"A.S. A CORUÑA E CEE","3"
2020-07-15,"A.S. LUGO, A MARIÑA E MONFORTE","3"
2020-07-15,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-15,"A.S. SANTIAGO E BARBANZA","1"
2020-07-15,"A.S. VIGO","1"
2020-07-15,"GALICIA","9"
2020-07-16,"A.S. A CORUÑA E CEE","8"
2020-07-16,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-07-16,"A.S. SANTIAGO E BARBANZA","1"
2020-07-16,"A.S. VIGO","1"
2020-07-16,"GALICIA","15"
2020-07-17,"A.S. A CORUÑA E CEE","1"
2020-07-17,"A.S. LUGO, A MARIÑA E MONFORTE","3"
2020-07-17,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-07-17,"A.S. VIGO","1"
2020-07-17,"GALICIA","6"
2020-07-18,"A.S. A CORUÑA E CEE","2"
2020-07-18,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-07-18,"GALICIA","3"
2020-07-19,"A.S. A CORUÑA E CEE","1"
2020-07-19,"A.S. LUGO, A MARIÑA E MONFORTE","3"
2020-07-19,"A.S. SANTIAGO E BARBANZA","1"
2020-07-19,"A.S. VIGO","1"
2020-07-19,"GALICIA","6"
2020-07-20,"A.S. LUGO, A MARIÑA E MONFORTE","4"
2020-07-20,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-20,"A.S. SANTIAGO E BARBANZA","2"
2020-07-20,"A.S. VIGO","1"
2020-07-20,"GALICIA","8"
2020-07-21,"A.S. A CORUÑA E CEE","8"
2020-07-21,"A.S. LUGO, A MARIÑA E MONFORTE","3"
2020-07-21,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-21,"A.S. VIGO","9"
2020-07-21,"GALICIA","21"
2020-07-22,"A.S. A CORUÑA E CEE","2"
2020-07-22,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-07-22,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-22,"A.S. VIGO","2"
2020-07-22,"GALICIA","10"
2020-07-23,"A.S. A CORUÑA E CEE","12"
2020-07-23,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2020-07-23,"A.S. PONTEVEDRA E O SALNÉS","3"
2020-07-23,"A.S. VIGO","4"
2020-07-23,"GALICIA","29"
2020-07-24,"A.S. A CORUÑA E CEE","8"
2020-07-24,"A.S. LUGO, A MARIÑA E MONFORTE","8"
2020-07-24,"A.S. OURENSE, VERÍN E O BARCO","2"
2020-07-24,"A.S. PONTEVEDRA E O SALNÉS","6"
2020-07-24,"A.S. VIGO","3"
2020-07-24,"GALICIA","27"
2020-07-25,"A.S. A CORUÑA E CEE","4"
2020-07-25,"A.S. LUGO, A MARIÑA E MONFORTE","7"
2020-07-25,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-25,"A.S. SANTIAGO E BARBANZA","4"
2020-07-25,"A.S. VIGO","9"
2020-07-25,"GALICIA","25"
2020-07-26,"A.S. A CORUÑA E CEE","6"
2020-07-26,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-07-26,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-26,"A.S. SANTIAGO E BARBANZA","4"
2020-07-26,"A.S. VIGO","2"
2020-07-26,"GALICIA","14"
2020-07-27,"A.S. A CORUÑA E CEE","2"
2020-07-27,"A.S. FERROL","1"
2020-07-27,"A.S. SANTIAGO E BARBANZA","3"
2020-07-27,"A.S. VIGO","2"
2020-07-27,"GALICIA","8"
2020-07-28,"A.S. A CORUÑA E CEE","9"
2020-07-28,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-07-28,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-28,"A.S. SANTIAGO E BARBANZA","6"
2020-07-28,"A.S. VIGO","4"
2020-07-28,"GALICIA","21"
2020-07-29,"A.S. A CORUÑA E CEE","12"
2020-07-29,"A.S. FERROL","1"
2020-07-29,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2020-07-29,"A.S. OURENSE, VERÍN E O BARCO","2"
2020-07-29,"A.S. PONTEVEDRA E O SALNÉS","2"
2020-07-29,"A.S. SANTIAGO E BARBANZA","3"
2020-07-29,"GALICIA","21"
2020-07-30,"A.S. A CORUÑA E CEE","15"
2020-07-30,"A.S. LUGO, A MARIÑA E MONFORTE","2"
2020-07-30,"A.S. OURENSE, VERÍN E O BARCO","6"
2020-07-30,"A.S. PONTEVEDRA E O SALNÉS","2"
2020-07-30,"A.S. SANTIAGO E BARBANZA","1"
2020-07-30,"A.S. VIGO","4"
2020-07-30,"GALICIA","30"
2020-07-31,"A.S. A CORUÑA E CEE","26"
2020-07-31,"A.S. OURENSE, VERÍN E O BARCO","2"
2020-07-31,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-07-31,"A.S. VIGO","9"
2020-07-31,"GALICIA","38"
2020-08-01,"A.S. A CORUÑA E CEE","14"
2020-08-01,"A.S. FERROL","1"
2020-08-01,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-08-01,"A.S. OURENSE, VERÍN E O BARCO","5"
2020-08-01,"A.S. SANTIAGO E BARBANZA","1"
2020-08-01,"A.S. VIGO","2"
2020-08-01,"GALICIA","28"
2020-08-02,"A.S. A CORUÑA E CEE","15"
2020-08-02,"A.S. OURENSE, VERÍN E O BARCO","6"
2020-08-02,"A.S. PONTEVEDRA E O SALNÉS","4"
2020-08-02,"A.S. SANTIAGO E BARBANZA","1"
2020-08-02,"A.S. VIGO","5"
2020-08-02,"GALICIA","31"
2020-08-03,"A.S. A CORUÑA E CEE","12"
2020-08-03,"A.S. FERROL","1"
2020-08-03,"A.S. LUGO, A MARIÑA E MONFORTE","3"
2020-08-03,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-08-03,"A.S. PONTEVEDRA E O SALNÉS","2"
2020-08-03,"A.S. SANTIAGO E BARBANZA","1"
2020-08-03,"A.S. VIGO","6"
2020-08-03,"GALICIA","26"
2020-08-04,"A.S. A CORUÑA E CEE","19"
2020-08-04,"A.S. FERROL","1"
2020-08-04,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-08-04,"A.S. OURENSE, VERÍN E O BARCO","1"
2020-08-04,"A.S. PONTEVEDRA E O SALNÉS","4"
2020-08-04,"A.S. SANTIAGO E BARBANZA","4"
2020-08-04,"A.S. VIGO","6"
2020-08-04,"GALICIA","40"
2020-08-05,"A.S. A CORUÑA E CEE","14"
2020-08-05,"A.S. LUGO, A MARIÑA E MONFORTE","6"
2020-08-05,"A.S. OURENSE, VERÍN E O BARCO","4"
2020-08-05,"A.S. PONTEVEDRA E O SALNÉS","8"
2020-08-05,"A.S. SANTIAGO E BARBANZA","5"
2020-08-05,"A.S. VIGO","9"
2020-08-05,"GALICIA","46"
2020-08-06,"A.S. A CORUÑA E CEE","59"
2020-08-06,"A.S. FERROL","2"
2020-08-06,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-08-06,"A.S. OURENSE, VERÍN E O BARCO","3"
2020-08-06,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-08-06,"A.S. SANTIAGO E BARBANZA","3"
2020-08-06,"A.S. VIGO","8"
2020-08-06,"GALICIA","81"
2020-08-07,"A.S. A CORUÑA E CEE","65"
2020-08-07,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2020-08-07,"A.S. OURENSE, VERÍN E O BARCO","6"
2020-08-07,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-08-07,"A.S. SANTIAGO E BARBANZA","5"
2020-08-07,"A.S. VIGO","8"
2020-08-07,"GALICIA","94"
2020-08-08,"A.S. A CORUÑA E CEE","54"
2020-08-08,"A.S. FERROL","1"
2020-08-08,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2020-08-08,"A.S. OURENSE, VERÍN E O BARCO","4"
2020-08-08,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-08-08,"A.S. SANTIAGO E BARBANZA","3"
2020-08-08,"A.S. VIGO","6"
2020-08-08,"GALICIA","80"
2020-08-09,"A.S. A CORUÑA E CEE","56"
2020-08-09,"A.S. FERROL","2"
2020-08-09,"A.S. LUGO, A MARIÑA E MONFORTE","3"
2020-08-09,"A.S. OURENSE, VERÍN E O BARCO","4"
2020-08-09,"A.S. PONTEVEDRA E O SALNÉS","1"
2020-08-09,"A.S. SANTIAGO E BARBANZA","4"
2020-08-09,"A.S. VIGO","5"
2020-08-09,"GALICIA","75"
2020-08-10,"A.S. A CORUÑA E CEE","38"
2020-08-10,"A.S. FERROL","8"
2020-08-10,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2020-08-10,"A.S. OURENSE, VERÍN E O BARCO","3"
2020-08-10,"A.S. PONTEVEDRA E O SALNÉS","2"
2020-08-10,"A.S. SANTIAGO E BARBANZA","1"
2020-08-10,"A.S. VIGO","23"
2020-08-10,"GALICIA","84"
2020-08-11,"A.S. A CORUÑA E CEE","66"
2020-08-11,"A.S. FERROL","10"
2020-08-11,"A.S. LUGO, A MARIÑA E MONFORTE","16"
2020-08-11,"A.S. OURENSE, VERÍN E O BARCO","10"
2020-08-11,"A.S. PONTEVEDRA E O SALNÉS","5"
2020-08-11,"A.S. SANTIAGO E BARBANZA","6"
2020-08-11,"A.S. VIGO","9"
2020-08-11,"GALICIA","122"
2020-08-12,"A.S. A CORUÑA E CEE","79"
2020-08-12,"A.S. FERROL","4"
2020-08-12,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2020-08-12,"A.S. OURENSE, VERÍN E O BARCO","9"
2020-08-12,"A.S. PONTEVEDRA E O SALNÉS","3"
2020-08-12,"A.S. SANTIAGO E BARBANZA","3"
2020-08-12,"A.S. VIGO","14"
2020-08-12,"GALICIA","121"
2020-08-13,"A.S. A CORUÑA E CEE","97"
2020-08-13,"A.S. FERROL","7"
2020-08-13,"A.S. LUGO, A MARIÑA E MONFORTE","12"
2020-08-13,"A.S. OURENSE, VERÍN E O BARCO","8"
2020-08-13,"A.S. PONTEVEDRA E O SALNÉS","4"
2020-08-13,"A.S. SANTIAGO E BARBANZA","6"
2020-08-13,"A.S. VIGO","9"
2020-08-13,"GALICIA","143"
2020-08-14,"A.S. A CORUÑA E CEE","92"
2020-08-14,"A.S. FERROL","10"
2020-08-14,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-08-14,"A.S. OURENSE, VERÍN E O BARCO","12"
2020-08-14,"A.S. PONTEVEDRA E O SALNÉS","7"
2020-08-14,"A.S. SANTIAGO E BARBANZA","10"
2020-08-14,"A.S. VIGO","8"
2020-08-14,"GALICIA","144"
2020-08-15,"A.S. A CORUÑA E CEE","98"
2020-08-15,"A.S. FERROL","2"
2020-08-15,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2020-08-15,"A.S. OURENSE, VERÍN E O BARCO","21"
2020-08-15,"A.S. PONTEVEDRA E O SALNÉS","10"
2020-08-15,"A.S. SANTIAGO E BARBANZA","6"
2020-08-15,"A.S. VIGO","8"
2020-08-15,"GALICIA","150"
2020-08-16,"A.S. A CORUÑA E CEE","77"
2020-08-16,"A.S. FERROL","4"
2020-08-16,"A.S. LUGO, A MARIÑA E MONFORTE","8"
2020-08-16,"A.S. OURENSE, VERÍN E O BARCO","23"
2020-08-16,"A.S. PONTEVEDRA E O SALNÉS","2"
2020-08-16,"A.S. SANTIAGO E BARBANZA","8"
2020-08-16,"A.S. VIGO","5"
2020-08-16,"GALICIA","127"
2020-08-17,"A.S. A CORUÑA E CEE","64"
2020-08-17,"A.S. FERROL","8"
2020-08-17,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2020-08-17,"A.S. OURENSE, VERÍN E O BARCO","13"
2020-08-17,"A.S. PONTEVEDRA E O SALNÉS","4"
2020-08-17,"A.S. SANTIAGO E BARBANZA","8"
2020-08-17,"A.S. VIGO","4"
2020-08-17,"GALICIA","111"
2020-08-18,"A.S. A CORUÑA E CEE","67"
2020-08-18,"A.S. FERROL","11"
2020-08-18,"A.S. LUGO, A MARIÑA E MONFORTE","26"
2020-08-18,"A.S. OURENSE, VERÍN E O BARCO","14"
2020-08-18,"A.S. PONTEVEDRA E O SALNÉS","13"
2020-08-18,"A.S. SANTIAGO E BARBANZA","29"
2020-08-18,"A.S. VIGO","9"
2020-08-18,"GALICIA","169"
2020-08-19,"A.S. A CORUÑA E CEE","89"
2020-08-19,"A.S. FERROL","10"
2020-08-19,"A.S. LUGO, A MARIÑA E MONFORTE","36"
2020-08-19,"A.S. OURENSE, VERÍN E O BARCO","15"
2020-08-19,"A.S. PONTEVEDRA E O SALNÉS","3"
2020-08-19,"A.S. SANTIAGO E BARBANZA","26"
2020-08-19,"A.S. VIGO","10"
2020-08-19,"GALICIA","189"
2020-08-20,"A.S. A CORUÑA E CEE","88"
2020-08-20,"A.S. FERROL","13"
2020-08-20,"A.S. LUGO, A MARIÑA E MONFORTE","92"
2020-08-20,"A.S. OURENSE, VERÍN E O BARCO","26"
2020-08-20,"A.S. PONTEVEDRA E O SALNÉS","11"
2020-08-20,"A.S. SANTIAGO E BARBANZA","26"
2020-08-20,"A.S. VIGO","15"
2020-08-20,"GALICIA","271"
2020-08-21,"A.S. A CORUÑA E CEE","104"
2020-08-21,"A.S. FERROL","7"
2020-08-21,"A.S. LUGO, A MARIÑA E MONFORTE","39"
2020-08-21,"A.S. OURENSE, VERÍN E O BARCO","12"
2020-08-21,"A.S. PONTEVEDRA E O SALNÉS","17"
2020-08-21,"A.S. SANTIAGO E BARBANZA","46"
2020-08-21,"A.S. VIGO","10"
2020-08-21,"GALICIA","235"
2020-08-22,"A.S. A CORUÑA E CEE","86"
2020-08-22,"A.S. FERROL","9"
2020-08-22,"A.S. LUGO, A MARIÑA E MONFORTE","31"
2020-08-22,"A.S. OURENSE, VERÍN E O BARCO","12"
2020-08-22,"A.S. PONTEVEDRA E O SALNÉS","34"
2020-08-22,"A.S. SANTIAGO E BARBANZA","34"
2020-08-22,"A.S. VIGO","15"
2020-08-22,"GALICIA","221"
2020-08-23,"A.S. A CORUÑA E CEE","63"
2020-08-23,"A.S. FERROL","7"
2020-08-23,"A.S. LUGO, A MARIÑA E MONFORTE","37"
2020-08-23,"A.S. OURENSE, VERÍN E O BARCO","17"
2020-08-23,"A.S. PONTEVEDRA E O SALNÉS","9"
2020-08-23,"A.S. SANTIAGO E BARBANZA","61"
2020-08-23,"A.S. VIGO","11"
2020-08-23,"GALICIA","205"
2020-08-24,"A.S. A CORUÑA E CEE","45"
2020-08-24,"A.S. FERROL","6"
2020-08-24,"A.S. LUGO, A MARIÑA E MONFORTE","20"
2020-08-24,"A.S. OURENSE, VERÍN E O BARCO","16"
2020-08-24,"A.S. PONTEVEDRA E O SALNÉS","13"
2020-08-24,"A.S. SANTIAGO E BARBANZA","58"
2020-08-24,"A.S. VIGO","16"
2020-08-24,"GALICIA","174"
2020-08-25,"A.S. A CORUÑA E CEE","79"
2020-08-25,"A.S. FERROL","6"
2020-08-25,"A.S. LUGO, A MARIÑA E MONFORTE","107"
2020-08-25,"A.S. OURENSE, VERÍN E O BARCO","27"
2020-08-25,"A.S. PONTEVEDRA E O SALNÉS","16"
2020-08-25,"A.S. SANTIAGO E BARBANZA","63"
2020-08-25,"A.S. VIGO","23"
2020-08-25,"GALICIA","321"
2020-08-26,"A.S. A CORUÑA E CEE","73"
2020-08-26,"A.S. FERROL","15"
2020-08-26,"A.S. LUGO, A MARIÑA E MONFORTE","64"
2020-08-26,"A.S. OURENSE, VERÍN E O BARCO","30"
2020-08-26,"A.S. PONTEVEDRA E O SALNÉS","15"
2020-08-26,"A.S. SANTIAGO E BARBANZA","43"
2020-08-26,"A.S. VIGO","9"
2020-08-26,"GALICIA","249"
2020-08-27,"A.S. A CORUÑA E CEE","106"
2020-08-27,"A.S. FERROL","9"
2020-08-27,"A.S. LUGO, A MARIÑA E MONFORTE","60"
2020-08-27,"A.S. OURENSE, VERÍN E O BARCO","25"
2020-08-27,"A.S. PONTEVEDRA E O SALNÉS","18"
2020-08-27,"A.S. SANTIAGO E BARBANZA","30"
2020-08-27,"A.S. VIGO","26"
2020-08-27,"GALICIA","274"
2020-08-28,"A.S. A CORUÑA E CEE","120"
2020-08-28,"A.S. FERROL","12"
2020-08-28,"A.S. LUGO, A MARIÑA E MONFORTE","86"
2020-08-28,"A.S. OURENSE, VERÍN E O BARCO","32"
2020-08-28,"A.S. PONTEVEDRA E O SALNÉS","19"
2020-08-28,"A.S. SANTIAGO E BARBANZA","42"
2020-08-28,"A.S. VIGO","24"
2020-08-28,"GALICIA","335"
2020-08-29,"A.S. A CORUÑA E CEE","79"
2020-08-29,"A.S. FERROL","6"
2020-08-29,"A.S. LUGO, A MARIÑA E MONFORTE","78"
2020-08-29,"A.S. OURENSE, VERÍN E O BARCO","28"
2020-08-29,"A.S. PONTEVEDRA E O SALNÉS","17"
2020-08-29,"A.S. SANTIAGO E BARBANZA","66"
2020-08-29,"A.S. VIGO","16"
2020-08-29,"GALICIA","290"
2020-08-30,"A.S. A CORUÑA E CEE","81"
2020-08-30,"A.S. FERROL","12"
2020-08-30,"A.S. LUGO, A MARIÑA E MONFORTE","60"
2020-08-30,"A.S. OURENSE, VERÍN E O BARCO","19"
2020-08-30,"A.S. PONTEVEDRA E O SALNÉS","15"
2020-08-30,"A.S. SANTIAGO E BARBANZA","47"
2020-08-30,"A.S. VIGO","31"
2020-08-30,"GALICIA","265"
2020-08-31,"A.S. A CORUÑA E CEE","64"
2020-08-31,"A.S. FERROL","13"
2020-08-31,"A.S. LUGO, A MARIÑA E MONFORTE","22"
2020-08-31,"A.S. OURENSE, VERÍN E O BARCO","23"
2020-08-31,"A.S. PONTEVEDRA E O SALNÉS","10"
2020-08-31,"A.S. SANTIAGO E BARBANZA","37"
2020-08-31,"A.S. VIGO","9"
2020-08-31,"GALICIA","178"
2020-09-01,"A.S. A CORUÑA E CEE","58"
2020-09-01,"A.S. FERROL","11"
2020-09-01,"A.S. LUGO, A MARIÑA E MONFORTE","41"
2020-09-01,"A.S. OURENSE, VERÍN E O BARCO","27"
2020-09-01,"A.S. PONTEVEDRA E O SALNÉS","31"
2020-09-01,"A.S. SANTIAGO E BARBANZA","48"
2020-09-01,"A.S. VIGO","35"
2020-09-01,"GALICIA","251"
2020-09-02,"A.S. A CORUÑA E CEE","85"
2020-09-02,"A.S. FERROL","12"
2020-09-02,"A.S. LUGO, A MARIÑA E MONFORTE","47"
2020-09-02,"A.S. OURENSE, VERÍN E O BARCO","31"
2020-09-02,"A.S. PONTEVEDRA E O SALNÉS","21"
2020-09-02,"A.S. SANTIAGO E BARBANZA","42"
2020-09-02,"A.S. VIGO","39"
2020-09-02,"GALICIA","277"
2020-09-03,"A.S. A CORUÑA E CEE","94"
2020-09-03,"A.S. FERROL","8"
2020-09-03,"A.S. LUGO, A MARIÑA E MONFORTE","32"
2020-09-03,"A.S. OURENSE, VERÍN E O BARCO","28"
2020-09-03,"A.S. PONTEVEDRA E O SALNÉS","31"
2020-09-03,"A.S. SANTIAGO E BARBANZA","39"
2020-09-03,"A.S. VIGO","21"
2020-09-03,"GALICIA","253"
2020-09-04,"A.S. A CORUÑA E CEE","81"
2020-09-04,"A.S. FERROL","7"
2020-09-04,"A.S. LUGO, A MARIÑA E MONFORTE","39"
2020-09-04,"A.S. OURENSE, VERÍN E O BARCO","31"
2020-09-04,"A.S. PONTEVEDRA E O SALNÉS","25"
2020-09-04,"A.S. SANTIAGO E BARBANZA","23"
2020-09-04,"A.S. VIGO","28"
2020-09-04,"GALICIA","234"
2020-09-05,"A.S. A CORUÑA E CEE","77"
2020-09-05,"A.S. FERROL","17"
2020-09-05,"A.S. LUGO, A MARIÑA E MONFORTE","46"
2020-09-05,"A.S. OURENSE, VERÍN E O BARCO","30"
2020-09-05,"A.S. PONTEVEDRA E O SALNÉS","30"
2020-09-05,"A.S. SANTIAGO E BARBANZA","50"
2020-09-05,"A.S. VIGO","15"
2020-09-05,"GALICIA","265"
2020-09-06,"A.S. A CORUÑA E CEE","61"
2020-09-06,"A.S. FERROL","11"
2020-09-06,"A.S. LUGO, A MARIÑA E MONFORTE","30"
2020-09-06,"A.S. OURENSE, VERÍN E O BARCO","30"
2020-09-06,"A.S. PONTEVEDRA E O SALNÉS","41"
2020-09-06,"A.S. SANTIAGO E BARBANZA","29"
2020-09-06,"A.S. VIGO","9"
2020-09-06,"GALICIA","211"
2020-09-07,"A.S. A CORUÑA E CEE","31"
2020-09-07,"A.S. FERROL","11"
2020-09-07,"A.S. LUGO, A MARIÑA E MONFORTE","116"
2020-09-07,"A.S. OURENSE, VERÍN E O BARCO","11"
2020-09-07,"A.S. PONTEVEDRA E O SALNÉS","17"
